City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
660,Villa Carlos Paz,AR,77.4,clear sky,-31.4241,-64.4978,Monte Carlo
661,Sandakan,MY,76.68,thunderstorm,5.8402,118.1179,Hotel Sandakan
662,Banda Aceh,ID,77.25,overcast clouds,5.5577,95.3222,Sulthan Hotel International
666,Benoy,TD,73.76,scattered clouds,8.9833,16.3199,
668,Peabiru,BR,86.22,broken clouds,-23.9128,-52.3431,La visa hotel
671,Pandan,PH,79.48,overcast clouds,14.0453,124.1694,Bonifacio Lodge
673,Thaton,MM,69.28,broken clouds,16.9206,97.3714,"Shwe Pyi Soe Guest House, Thaton"
675,Beloha,MG,68.77,overcast clouds,-25.1667,45.05,
677,Atar,MR,68.59,clear sky,20.5169,-13.0499,Oumou Elghoura
679,Vila Velha,BR,78.94,broken clouds,-20.3297,-40.2925,Quality Suites Vila Velha
683,Tarata,BO,60.22,overcast clouds,-17.6167,-66.0167,Hacienda castillo
